Place,Distance,Type,Median earnings,Median household income,Avg Hours Worked,In labor force,Civilian labor force,Employed,Unemployed,Armed Forces,Not in labor force,Avg Hrly Earnings,Wages,Self Employment,Investments and Retirement,Social Security,Public Assistance and SSI,Self Employed,Total Working Age,Unemployment Rate,Labor Force Participation,Total Employed,Total Unemployed,Total Not in Labor Force,With Retirement Income,Total In Poverty,Percent of Population In Poverty,In Poverty-Employed,In Poverty-Unemployed,In Poverty-Not in Labor Force,Public Assistance Percent,Gini Index,Full Time Employment,Part Time Employment,Men Working Part Time,Women Working Part Time,Single Earner Families,Families with No One Working,"Car, truck or van",Drove alone,Carpooled,In 2-person carpool,In 3-person carpool,In 4-or-more-person carpool,Public transportation,Bus,Streetcar or trolley,Subway or elevated,Railroad,Ferryboat,Bicycle,Walked,"Taxicab, motorcycle or other",Worked at home,Bicycle or walk,Drive,Avg Commute Time,Work in city or place where live,Self Employment Income,Total Self-employed Men,Total Self-employed Women,Zip Code
1876,0.0,Zipcode,64985.0,93016.0,37.7,17118.0,17096.0,16215.0,881.0,22.0,7530.0,33.149,0.781,0.052,0.1,0.06,0.006,0.081,24648.0,0.036,0.694,0.658,0.036,0.306,0.196,1590.0,0.055,0.167,0.012,0.189,0.056,0.403,0.743,0.257,0.134,0.381,0.205,0.128,0.927,0.863,0.064,0.054,0.007,0.003,0.022,0.001,0.0,0.004,0.017,0.0,0.002,0.008,0.003,0.038,0.01,0.93,30.02,0.0,68980.799,684.0,360.0,"<a href=""1876-Zipcode-MA-Economy-data.html"">1876</a>"
1879,0.0,Zipcode,63825.0,99325.0,38.7,7535.0,7535.0,7150.0,385.0,0.0,2318.0,31.716,0.871,0.013,0.083,0.03,0.003,0.103,9853.0,0.039,0.765,0.726,0.039,0.235,0.163,907.0,0.075,0.184,0.031,0.256,0.051,0.395,0.765,0.235,0.151,0.331,0.211,0.072,0.939,0.886,0.053,0.038,0.015,0.0,0.02,0.007,0.0,0.0,0.013,0.0,0.002,0.01,0.003,0.027,0.012,0.941,30.344,0.0,14858.969,290.0,136.0,"<a href=""1879-Zipcode-MA-Economy-data.html"">1879</a>"
1880,0.0,Zipcode,67495.0,92474.0,38.3,15549.0,15535.0,14907.0,628.0,14.0,6023.0,33.89,0.819,0.042,0.09,0.046,0.003,0.112,21572.0,0.029,0.721,0.691,0.029,0.279,0.174,981.0,0.038,0.174,0.063,0.206,0.06,0.399,0.781,0.219,0.135,0.3,0.22,0.137,0.84,0.787,0.053,0.047,0.004,0.002,0.088,0.007,0.0,0.046,0.035,0.0,0.004,0.018,0.009,0.04,0.022,0.849,30.358,0.175,41822.302,728.0,355.0,"<a href=""1880-Zipcode-MA-Economy-data.html"">1880</a>"
1886,0.0,Zipcode,91415.0,130739.0,38.7,12822.0,12807.0,12297.0,510.0,15.0,5293.0,45.426,0.837,0.032,0.097,0.032,0.003,0.13,18115.0,0.028,0.708,0.679,0.028,0.292,0.143,586.0,0.025,0.154,0.0,0.126,0.036,0.375,0.761,0.239,0.12,0.368,0.235,0.083,0.913,0.867,0.046,0.041,0.001,0.004,0.017,0.001,0.0,0.001,0.015,0.0,0.002,0.007,0.008,0.052,0.009,0.922,30.077,0.0,35586.711,593.0,420.0,"<a href=""1886-Zipcode-MA-Economy-data.html"">1886</a>"
1887,0.0,Zipcode,63241.0,102301.0,36.8,13897.0,13897.0,12942.0,955.0,0.0,4913.0,33.048,0.819,0.027,0.103,0.047,0.004,0.102,18810.0,0.051,0.739,0.688,0.051,0.261,0.192,663.0,0.029,0.124,0.089,0.119,0.076,0.385,0.707,0.293,0.181,0.41,0.202,0.097,0.908,0.844,0.065,0.055,0.007,0.003,0.042,0.003,0.0,0.008,0.031,0.0,0.0,0.005,0.011,0.034,0.005,0.919,30.764,0.185,30836.973,529.0,301.0,"<a href=""1887-Zipcode-MA-Economy-data.html"">1887</a>"
1890,0.0,Zipcode,102645.0,149321.0,40.5,11426.0,11426.0,10999.0,427.0,0.0,5138.0,48.739,0.788,0.064,0.117,0.03,0.001,0.171,16564.0,0.026,0.69,0.664,0.026,0.31,0.175,529.0,0.024,0.238,0.087,0.255,0.026,0.469,0.778,0.222,0.118,0.337,0.268,0.091,0.767,0.705,0.062,0.054,0.005,0.002,0.119,0.006,0.001,0.041,0.073,0.0,0.018,0.018,0.006,0.073,0.035,0.773,31.767,0.179,76757.879,916.0,517.0,"<a href=""1890-Zipcode-MA-Economy-data.html"">1890</a>"
1901,0.0,Zipcode,37237.0,21905.0,39.8,658.0,658.0,593.0,65.0,0.0,660.0,17.992,0.779,0.0,0.039,0.129,0.052,0.016,1318.0,0.049,0.499,0.45,0.049,0.501,0.061,492.0,0.303,0.071,0.063,0.061,0.495,0.492,0.809,0.191,0.069,0.369,0.25,0.5,0.353,0.291,0.061,0.061,0.0,0.0,0.329,0.137,0.0,0.086,0.106,0.0,0.0,0.209,0.11,0.0,0.209,0.462,35.71,0.379,0.0,19.0,14.0,"<a href=""1901-Zipcode-MA-Economy-data.html"">1901</a>"
1902,0.0,Zipcode,36902.0,39654.0,35.8,23708.0,23688.0,21496.0,2192.0,20.0,12105.0,19.823,0.765,0.052,0.091,0.062,0.03,0.077,35813.0,0.061,0.662,0.6,0.061,0.338,0.092,11359.0,0.243,0.142,0.052,0.143,0.376,0.501,0.725,0.275,0.23,0.323,0.301,0.166,0.654,0.577,0.077,0.054,0.013,0.01,0.162,0.11,0.001,0.029,0.02,0.002,0.001,0.052,0.069,0.062,0.053,0.723,31.986,0.269,38915.222,900.0,410.0,"<a href=""1902-Zipcode-MA-Economy-data.html"">1902</a>"
1904,0.0,Zipcode,55207.0,86477.0,38.0,10206.0,10200.0,9672.0,528.0,6.0,3487.0,27.939,0.792,0.053,0.099,0.049,0.008,0.09,13693.0,0.039,0.745,0.706,0.039,0.255,0.193,1069.0,0.063,0.208,0.037,0.171,0.087,0.349,0.787,0.213,0.141,0.288,0.215,0.093,0.852,0.795,0.057,0.041,0.014,0.002,0.063,0.043,0.0,0.016,0.004,0.0,0.0,0.034,0.019,0.032,0.034,0.871,26.364,0.329,57103.036,449.0,249.0,"<a href=""1904-Zipcode-MA-Economy-data.html"">1904</a>"
1905,0.0,Zipcode,41243.0,55185.0,36.3,13599.0,13589.0,12604.0,985.0,10.0,6292.0,21.849,0.831,0.036,0.064,0.049,0.02,0.083,19891.0,0.05,0.684,0.634,0.05,0.316,0.117,5410.0,0.207,0.156,0.042,0.185,0.299,0.453,0.737,0.263,0.189,0.35,0.266,0.134,0.71,0.61,0.1,0.083,0.014,0.003,0.129,0.09,0.0,0.027,0.012,0.0,0.001,0.032,0.059,0.07,0.033,0.768,30.404,0.264,30559.026,499.0,304.0,"<a href=""1905-Zipcode-MA-Economy-data.html"">1905</a>"
1906,0.0,Zipcode,56791.0,78372.0,37.0,16011.0,16001.0,14743.0,1258.0,10.0,7359.0,29.517,0.792,0.032,0.094,0.075,0.007,0.094,23370.0,0.054,0.685,0.631,0.054,0.315,0.214,2162.0,0.079,0.162,0.091,0.068,0.108,0.397,0.733,0.267,0.179,0.348,0.275,0.139,0.87,0.788,0.082,0.069,0.009,0.005,0.077,0.025,0.0,0.046,0.006,0.0,0.002,0.01,0.025,0.016,0.012,0.895,29.174,0.159,31609.65,674.0,333.0,"<a href=""1906-Zipcode-MA-Economy-data.html"">1906</a>"
1907,0.0,Zipcode,71085.0,103064.0,37.9,7651.0,7651.0,7312.0,339.0,0.0,3776.0,36.069,0.747,0.09,0.114,0.047,0.002,0.178,11427.0,0.03,0.67,0.64,0.03,0.33,0.185,840.0,0.059,0.086,0.052,0.199,0.092,0.483,0.749,0.251,0.123,0.371,0.256,0.113,0.804,0.752,0.053,0.04,0.009,0.004,0.108,0.006,0.0,0.042,0.061,0.0,0.001,0.015,0.006,0.066,0.016,0.81,33.53,0.159,70858.342,606.0,434.0,"<a href=""1907-Zipcode-MA-Economy-data.html"">1907</a>"
1908,0.0,Zipcode,70398.0,72625.0,39.0,1930.0,1930.0,1883.0,47.0,0.0,1071.0,34.713,0.796,0.034,0.114,0.054,0.001,0.13,3001.0,0.016,0.643,0.627,0.016,0.357,0.172,144.0,0.042,0.007,0.062,0.306,0.081,0.482,0.8,0.2,0.14,0.246,0.231,0.138,0.815,0.769,0.046,0.046,0.0,0.0,0.112,0.01,0.0,0.069,0.033,0.0,0.0,0.007,0.0,0.065,0.007,0.815,35.277,0.136,29877.404,131.0,113.0,"<a href=""1908-Zipcode-MA-Economy-data.html"">1908</a>"
1913,0.0,Zipcode,61300.0,75861.0,38.5,9984.0,9984.0,9455.0,529.0,0.0,4160.0,30.619,0.802,0.046,0.087,0.055,0.011,0.142,14144.0,0.037,0.706,0.668,0.037,0.294,0.155,942.0,0.056,0.207,0.07,0.125,0.086,0.378,0.753,0.247,0.171,0.324,0.202,0.115,0.844,0.719,0.126,0.104,0.006,0.016,0.021,0.017,0.0,0.0,0.005,0.0,0.006,0.024,0.02,0.084,0.031,0.864,30.14,0.243,29001.418,591.0,383.0,"<a href=""1913-Zipcode-MA-Economy-data.html"">1913</a>"
1915,0.0,Zipcode,61707.0,73839.0,36.9,23423.0,23423.0,22081.0,1342.0,0.0,10989.0,32.159,0.758,0.057,0.127,0.051,0.007,0.128,34412.0,0.039,0.681,0.642,0.039,0.319,0.165,2946.0,0.077,0.201,0.074,0.205,0.111,0.496,0.694,0.306,0.202,0.412,0.247,0.118,0.798,0.732,0.066,0.058,0.004,0.004,0.079,0.002,0.001,0.01,0.066,0.0,0.004,0.048,0.007,0.063,0.053,0.805,27.116,0.36,45854.93,1420.0,725.0,"<a href=""1915-Zipcode-MA-Economy-data.html"">1915</a>"
1921,0.0,Zipcode,100634.0,153578.0,39.3,4560.0,4560.0,4286.0,274.0,0.0,1898.0,49.243,0.803,0.061,0.097,0.038,0.002,0.175,6458.0,0.042,0.706,0.664,0.042,0.294,0.207,171.0,0.021,0.439,0.0,0.0,0.016,0.402,0.759,0.241,0.101,0.406,0.271,0.142,0.871,0.756,0.115,0.104,0.012,0.0,0.023,0.003,0.0,0.008,0.012,0.0,0.0,0.004,0.009,0.093,0.004,0.881,37.811,0.059,65161.392,380.0,288.0,"<a href=""1921-Zipcode-MA-Economy-data.html"">1921</a>"
1922,0.0,Zipcode,61200.0,86806.0,39.1,1780.0,1780.0,1734.0,46.0,0.0,663.0,30.1,0.811,0.022,0.117,0.05,0.0,0.124,2443.0,0.019,0.729,0.71,0.019,0.271,0.146,141.0,0.051,0.355,0.0,0.128,0.029,0.408,0.711,0.289,0.138,0.432,0.216,0.141,0.879,0.853,0.026,0.018,0.0,0.008,0.024,0.0,0.0,0.0,0.024,0.0,0.0,0.038,0.01,0.049,0.038,0.889,27.335,0.0,19331.061,91.0,96.0,"<a href=""1922-Zipcode-MA-Economy-data.html"">1922</a>"
1923,0.0,Zipcode,60052.0,79913.0,37.8,15572.0,15543.0,14659.0,884.0,29.0,6963.0,30.551,0.772,0.043,0.116,0.065,0.005,0.119,22535.0,0.039,0.691,0.65,0.039,0.309,0.225,1312.0,0.049,0.192,0.061,0.207,0.06,0.419,0.741,0.259,0.151,0.372,0.204,0.129,0.904,0.85,0.055,0.046,0.004,0.005,0.027,0.0,0.0,0.007,0.02,0.0,0.002,0.021,0.005,0.041,0.023,0.909,27.168,0.271,34946.683,1013.0,538.0,"<a href=""1923-Zipcode-MA-Economy-data.html"">1923</a>"
1929,0.0,Zipcode,73913.0,103750.0,38.4,2064.0,2064.0,1980.0,84.0,0.0,926.0,37.016,0.766,0.036,0.147,0.048,0.003,0.17,2990.0,0.028,0.69,0.662,0.028,0.31,0.145,205.0,0.056,0.2,0.073,0.039,0.041,0.451,0.74,0.26,0.154,0.376,0.233,0.084,0.783,0.706,0.077,0.077,0.0,0.0,0.086,0.0,0.0,0.0,0.086,0.0,0.008,0.015,0.0,0.108,0.024,0.783,27.993,0.157,26317.409,195.0,71.0,"<a href=""1929-Zipcode-MA-Economy-data.html"">1929</a>"
1930,0.0,Zipcode,52482.0,63917.0,37.3,16012.0,15973.0,14924.0,1049.0,39.0,9240.0,27.058,0.665,0.085,0.164,0.074,0.012,0.15,25252.0,0.042,0.634,0.591,0.042,0.366,0.186,2402.0,0.082,0.16,0.053,0.201,0.106,0.49,0.702,0.298,0.198,0.399,0.274,0.178,0.833,0.757,0.075,0.062,0.009,0.004,0.05,0.011,0.001,0.001,0.037,0.0,0.002,0.052,0.004,0.06,0.054,0.836,26.106,0.489,50966.351,1199.0,809.0,"<a href=""1930-Zipcode-MA-Economy-data.html"">1930</a>"
1938,0.0,Zipcode,61635.0,77788.0,37.8,7775.0,7775.0,7301.0,474.0,0.0,3526.0,31.357,0.757,0.056,0.12,0.062,0.004,0.157,11301.0,0.042,0.688,0.646,0.042,0.312,0.211,965.0,0.071,0.203,0.095,0.235,0.059,0.477,0.724,0.276,0.182,0.372,0.207,0.139,0.836,0.782,0.054,0.041,0.006,0.008,0.034,0.002,0.0,0.003,0.029,0.0,0.0,0.044,0.004,0.083,0.044,0.84,29.541,0.234,38034.357,622.0,302.0,"<a href=""1938-Zipcode-MA-Economy-data.html"">1938</a>"
1940,0.0,Zipcode,78160.0,112151.0,39.0,7390.0,7390.0,6872.0,518.0,0.0,3160.0,38.54,0.765,0.068,0.111,0.051,0.004,0.15,10550.0,0.049,0.7,0.651,0.049,0.3,0.221,270.0,0.021,0.215,0.111,0.181,0.031,0.428,0.756,0.244,0.138,0.36,0.277,0.148,0.893,0.833,0.06,0.056,0.0,0.004,0.028,0.0,0.0,0.017,0.011,0.0,0.001,0.01,0.007,0.06,0.012,0.901,32.908,0.156,64099.167,640.0,400.0,"<a href=""1940-Zipcode-MA-Economy-data.html"">1940</a>"
1944,0.0,Zipcode,79904.0,92604.0,39.4,2667.0,2667.0,2440.0,227.0,0.0,1592.0,39.0,0.622,0.045,0.27,0.06,0.003,0.149,4259.0,0.053,0.626,0.573,0.053,0.374,0.182,411.0,0.077,0.107,0.214,0.268,0.071,0.535,0.74,0.26,0.137,0.416,0.363,0.207,0.721,0.693,0.028,0.019,0.006,0.003,0.127,0.0,0.0,0.0,0.127,0.0,0.005,0.031,0.0,0.117,0.036,0.721,34.631,0.0,45070.57,417.0,72.0,"<a href=""1944-Zipcode-MA-Economy-data.html"">1944</a>"
1945,0.0,Zipcode,91079.0,103148.0,38.3,10241.0,10194.0,9704.0,490.0,47.0,5872.0,45.732,0.719,0.065,0.161,0.053,0.002,0.162,16113.0,0.03,0.636,0.602,0.03,0.364,0.204,1163.0,0.057,0.253,0.023,0.134,0.038,0.499,0.719,0.281,0.131,0.426,0.303,0.131,0.759,0.71,0.048,0.042,0.006,0.001,0.066,0.007,0.0,0.034,0.023,0.002,0.011,0.053,0.012,0.099,0.064,0.771,34.87,0.304,60894.996,943.0,728.0,"<a href=""1945-Zipcode-MA-Economy-data.html"">1945</a>"
1949,0.0,Zipcode,79583.0,106326.0,39.3,4442.0,4428.0,4180.0,248.0,14.0,3423.0,38.943,0.824,0.038,0.085,0.047,0.006,0.104,7865.0,0.032,0.565,0.531,0.032,0.435,0.187,349.0,0.043,0.115,0.089,0.14,0.07,0.46,0.751,0.249,0.147,0.39,0.281,0.156,0.898,0.837,0.061,0.043,0.011,0.007,0.012,0.0,0.0,0.007,0.006,0.0,0.004,0.0,0.01,0.076,0.004,0.908,30.067,0.0,48525.168,387.0,129.0,"<a href=""1949-Zipcode-MA-Economy-data.html"">1949</a>"
1950,0.0,Zipcode,75350.0,87162.0,39.4,10045.0,10045.0,9416.0,629.0,0.0,4788.0,36.778,0.757,0.055,0.136,0.047,0.005,0.16,14833.0,0.042,0.677,0.635,0.042,0.323,0.194,1367.0,0.078,0.119,0.097,0.228,0.07,0.465,0.754,0.246,0.169,0.321,0.229,0.118,0.776,0.737,0.038,0.032,0.003,0.004,0.043,0.025,0.0,0.001,0.017,0.0,0.003,0.064,0.012,0.102,0.067,0.788,32.278,0.355,40813.296,733.0,559.0,"<a href=""1950-Zipcode-MA-Economy-data.html"">1950</a>"
1951,0.0,Zipcode,75463.0,93040.0,36.7,2190.0,2190.0,2099.0,91.0,0.0,1241.0,39.543,0.679,0.085,0.185,0.051,0.0,0.224,3431.0,0.027,0.638,0.612,0.027,0.362,0.23,193.0,0.047,0.13,0.0,0.311,0.02,0.406,0.658,0.342,0.103,0.526,0.209,0.138,0.801,0.773,0.028,0.019,0.0,0.009,0.083,0.031,0.0,0.0,0.052,0.0,0.0,0.009,0.0,0.107,0.009,0.801,34.451,0.0,44503.608,147.0,144.0,"<a href=""1951-Zipcode-MA-Economy-data.html"">1951</a>"
1952,0.0,Zipcode,50757.0,65903.0,37.5,4936.0,4929.0,4588.0,341.0,7.0,2752.0,26.029,0.708,0.045,0.151,0.086,0.009,0.106,7688.0,0.044,0.642,0.597,0.044,0.358,0.188,911.0,0.103,0.241,0.06,0.247,0.136,0.411,0.692,0.308,0.236,0.384,0.253,0.185,0.876,0.784,0.092,0.081,0.008,0.002,0.011,0.007,0.0,0.002,0.002,0.0,0.001,0.038,0.011,0.062,0.039,0.887,31.872,0.177,33081.088,312.0,138.0,"<a href=""1952-Zipcode-MA-Economy-data.html"">1952</a>"
1960,0.0,Zipcode,51221.0,63822.0,36.7,28654.0,28613.0,27049.0,1564.0,41.0,15012.0,26.84,0.724,0.039,0.145,0.085,0.008,0.078,43666.0,0.036,0.656,0.619,0.036,0.344,0.235,4211.0,0.082,0.175,0.023,0.153,0.123,0.441,0.714,0.286,0.201,0.373,0.224,0.181,0.894,0.821,0.073,0.057,0.011,0.004,0.031,0.013,0.0,0.008,0.011,0.0,0.001,0.017,0.02,0.037,0.018,0.913,26.296,0.26,40695.332,1610.0,771.0,"<a href=""1960-Zipcode-MA-Economy-data.html"">1960</a>"
1966,0.0,Zipcode,51818.0,68448.0,37.4,3791.0,3791.0,3597.0,194.0,0.0,2324.0,26.644,0.598,0.075,0.24,0.084,0.004,0.151,6115.0,0.032,0.62,0.588,0.032,0.38,0.226,368.0,0.052,0.106,0.071,0.209,0.077,0.491,0.742,0.258,0.17,0.331,0.305,0.167,0.788,0.741,0.048,0.037,0.005,0.006,0.07,0.0,0.0,0.009,0.061,0.0,0.0,0.045,0.005,0.092,0.045,0.793,29.97,0.266,47860.861,385.0,150.0,"<a href=""1966-Zipcode-MA-Economy-data.html"">1966</a>"
1969,0.0,Zipcode,70417.0,85496.0,39.4,3395.0,3395.0,3222.0,173.0,0.0,1450.0,34.37,0.85,0.039,0.072,0.04,0.0,0.113,4845.0,0.036,0.701,0.665,0.036,0.299,0.199,292.0,0.049,0.079,0.233,0.065,0.06,0.468,0.737,0.263,0.166,0.348,0.221,0.127,0.813,0.743,0.07,0.065,0.004,0.0,0.039,0.0,0.0,0.003,0.036,0.0,0.006,0.081,0.007,0.055,0.086,0.82,36.539,0.228,42302.4,214.0,134.0,"<a href=""1969-Zipcode-MA-Economy-data.html"">1969</a>"
1970,0.0,Zipcode,51636.0,61035.0,36.2,24642.0,24629.0,22987.0,1642.0,13.0,11236.0,27.431,0.781,0.04,0.111,0.057,0.012,0.087,35878.0,0.046,0.687,0.641,0.046,0.313,0.157,6227.0,0.152,0.199,0.049,0.169,0.177,0.452,0.717,0.283,0.201,0.355,0.242,0.119,0.721,0.654,0.067,0.056,0.008,0.004,0.106,0.029,0.001,0.016,0.06,0.0,0.008,0.07,0.03,0.066,0.078,0.751,28.576,0.319,34195.501,902.0,601.0,"<a href=""1970-Zipcode-MA-Economy-data.html"">1970</a>"
1982,0.0,Zipcode,88053.0,114907.0,37.8,3978.0,3978.0,3806.0,172.0,0.0,2194.0,44.797,0.809,0.054,0.091,0.045,0.002,0.184,6172.0,0.028,0.645,0.617,0.028,0.355,0.161,736.0,0.092,0.22,0.0,0.285,0.044,0.45,0.689,0.311,0.205,0.445,0.275,0.147,0.786,0.703,0.083,0.065,0.004,0.015,0.071,0.0,0.0,0.003,0.068,0.0,0.0,0.028,0.008,0.107,0.028,0.794,32.077,0.0,40696.844,267.0,248.0,"<a href=""1982-Zipcode-MA-Economy-data.html"">1982</a>"
1983,0.0,Zipcode,90124.0,128283.0,37.8,3279.0,3279.0,3135.0,144.0,0.0,1934.0,45.851,0.734,0.05,0.154,0.061,0.0,0.224,5213.0,0.028,0.629,0.601,0.028,0.371,0.203,87.0,0.014,0.644,0.0,0.0,0.032,0.388,0.715,0.285,0.143,0.439,0.234,0.119,0.91,0.861,0.049,0.049,0.0,0.0,0.011,0.0,0.0,0.0,0.011,0.0,0.0,0.006,0.008,0.065,0.006,0.918,30.881,0.092,32965.2,264.0,157.0,"<a href=""1983-Zipcode-MA-Economy-data.html"">1983</a>"
1984,0.0,Zipcode,92500.0,99375.0,30.0,2537.0,2537.0,2437.0,100.0,0.0,1865.0,59.295,0.781,0.029,0.133,0.055,0.001,0.14,4402.0,0.023,0.576,0.554,0.023,0.424,0.197,95.0,0.026,0.505,0.0,0.0,0.024,0.506,0.469,0.531,0.386,0.647,0.277,0.219,0.615,0.545,0.07,0.043,0.006,0.021,0.046,0.004,0.0,0.007,0.034,0.0,0.003,0.14,0.014,0.182,0.144,0.629,27.799,0.0,32938.66,128.0,148.0,"<a href=""1984-Zipcode-MA-Economy-data.html"">1984</a>"
1985,0.0,Zipcode,92009.0,138947.0,39.0,2429.0,2429.0,2354.0,75.0,0.0,1072.0,45.369,0.761,0.068,0.131,0.037,0.002,0.158,3501.0,0.021,0.694,0.672,0.021,0.306,0.208,208.0,0.046,0.341,0.0,0.058,0.0,0.419,0.764,0.236,0.129,0.333,0.277,0.059,0.888,0.796,0.092,0.063,0.0,0.029,0.027,0.014,0.0,0.0,0.013,0.0,0.0,0.0,0.005,0.08,0.0,0.892,35.599,0.0,71011.554,202.0,88.0,"<a href=""1985-Zipcode-MA-Economy-data.html"">1985</a>"
2019,0.0,Zipcode,61006.0,90630.0,38.4,10683.0,10683.0,9937.0,746.0,0.0,3094.0,30.552,0.813,0.037,0.103,0.043,0.004,0.102,13777.0,0.054,0.775,0.721,0.054,0.225,0.175,584.0,0.035,0.098,0.091,0.199,0.075,0.425,0.762,0.238,0.15,0.335,0.259,0.08,0.899,0.855,0.045,0.043,0.0,0.001,0.023,0.0,0.0,0.003,0.02,0.0,0.0,0.019,0.018,0.04,0.019,0.918,33.334,0.172,40922.481,557.0,227.0,"<a href=""2019-Zipcode-MA-Economy-data.html"">2019</a>"
2021,0.0,Zipcode,71344.0,93672.0,38.8,12393.0,12393.0,11405.0,988.0,0.0,5564.0,35.361,0.779,0.034,0.136,0.048,0.004,0.092,17957.0,0.055,0.69,0.635,0.055,0.31,0.203,1417.0,0.064,0.171,0.08,0.08,0.048,0.45,0.792,0.208,0.119,0.293,0.294,0.1,0.795,0.728,0.068,0.062,0.002,0.004,0.147,0.007,0.0,0.039,0.101,0.0,0.0,0.011,0.003,0.044,0.011,0.798,34.985,0.0,44912.21,681.0,382.0,"<a href=""2021-Zipcode-MA-Economy-data.html"">2021</a>"
2025,0.0,Zipcode,106250.0,128224.0,38.2,4096.0,4096.0,3857.0,239.0,0.0,2229.0,53.489,0.747,0.083,0.136,0.031,0.003,0.121,6325.0,0.038,0.648,0.61,0.038,0.352,0.144,386.0,0.047,0.093,0.093,0.187,0.028,0.504,0.706,0.294,0.175,0.433,0.384,0.124,0.731,0.695,0.036,0.033,0.003,0.0,0.186,0.0,0.0,0.004,0.083,0.099,0.0,0.014,0.0,0.069,0.014,0.731,35.981,0.0,130648.883,281.0,157.0,"<a href=""2025-Zipcode-MA-Economy-data.html"">2025</a>"
2026,0.0,Zipcode,64369.0,87108.0,38.8,13771.0,13771.0,13110.0,661.0,0.0,7044.0,31.904,0.782,0.044,0.117,0.053,0.004,0.099,20815.0,0.032,0.662,0.63,0.032,0.338,0.188,1144.0,0.047,0.295,0.053,0.122,0.067,0.449,0.776,0.224,0.143,0.302,0.226,0.116,0.817,0.731,0.085,0.078,0.005,0.002,0.096,0.011,0.001,0.021,0.063,0.0,0.002,0.031,0.003,0.051,0.033,0.819,30.049,0.195,50478.737,625.0,370.0,"<a href=""2026-Zipcode-MA-Economy-data.html"">2026</a>"
2030,0.0,Zipcode,138895.0,189265.0,40.7,2807.0,2807.0,2695.0,112.0,0.0,1620.0,65.628,0.78,0.064,0.135,0.021,0.0,0.274,4427.0,0.025,0.634,0.609,0.025,0.366,0.085,36.0,0.006,0.639,0.0,0.0,0.004,0.493,0.753,0.247,0.118,0.418,0.373,0.082,0.771,0.7,0.071,0.063,0.004,0.003,0.07,0.0,0.0,0.015,0.055,0.0,0.0,0.04,0.004,0.115,0.04,0.775,33.051,0.22,69996.846,428.0,166.0,"<a href=""2030-Zipcode-MA-Economy-data.html"">2030</a>"
2032,0.0,Zipcode,75243.0,100658.0,39.3,2463.0,2463.0,2256.0,207.0,0.0,856.0,36.819,0.822,0.021,0.115,0.042,0.0,0.154,3319.0,0.062,0.742,0.68,0.062,0.258,0.237,277.0,0.068,0.199,0.368,0.065,0.112,0.436,0.812,0.188,0.12,0.279,0.219,0.048,0.809,0.75,0.059,0.059,0.0,0.0,0.101,0.0,0.0,0.03,0.071,0.0,0.0,0.029,0.007,0.054,0.029,0.816,30.745,0.0,17641.224,117.0,113.0,"<a href=""2032-Zipcode-MA-Economy-data.html"">2032</a>"
2035,0.0,Zipcode,65006.0,95665.0,39.0,9594.0,9580.0,8988.0,592.0,14.0,4322.0,32.054,0.81,0.042,0.093,0.052,0.004,0.116,13916.0,0.043,0.689,0.646,0.043,0.311,0.206,963.0,0.056,0.167,0.148,0.14,0.068,0.429,0.766,0.234,0.179,0.298,0.271,0.117,0.891,0.858,0.032,0.024,0.0,0.008,0.043,0.002,0.0,0.002,0.037,0.001,0.0,0.009,0.007,0.051,0.009,0.897,33.917,0.126,42567.615,466.0,237.0,"<a href=""2035-Zipcode-MA-Economy-data.html"">2035</a>"
2038,0.0,Zipcode,72343.0,108815.0,38.3,18375.0,18375.0,17239.0,1136.0,0.0,7175.0,36.324,0.851,0.036,0.074,0.037,0.002,0.115,25550.0,0.044,0.719,0.675,0.044,0.281,0.176,1322.0,0.042,0.185,0.051,0.156,0.06,0.427,0.739,0.261,0.159,0.369,0.256,0.09,0.811,0.764,0.047,0.041,0.005,0.001,0.082,0.0,0.0,0.015,0.067,0.0,0.0,0.028,0.011,0.068,0.028,0.822,35.115,0.24,42556.012,1020.0,493.0,"<a href=""2038-Zipcode-MA-Economy-data.html"">2038</a>"
2043,0.0,Zipcode,98870.0,118148.0,38.7,10860.0,10860.0,10499.0,361.0,0.0,6989.0,49.13,0.755,0.066,0.132,0.044,0.003,0.144,17849.0,0.02,0.608,0.588,0.02,0.392,0.253,1193.0,0.053,0.185,0.019,0.244,0.038,0.505,0.734,0.266,0.146,0.404,0.318,0.147,0.753,0.699,0.054,0.048,0.002,0.004,0.158,0.002,0.0,0.022,0.047,0.087,0.003,0.007,0.003,0.077,0.01,0.756,34.77,0.177,78804.878,995.0,563.0,"<a href=""2043-Zipcode-MA-Economy-data.html"">2043</a>"
2045,0.0,Zipcode,64876.0,78114.0,38.7,6419.0,6419.0,5828.0,591.0,0.0,2827.0,32.238,0.717,0.068,0.133,0.074,0.007,0.16,9246.0,0.064,0.694,0.63,0.064,0.306,0.214,472.0,0.045,0.127,0.068,0.159,0.065,0.436,0.762,0.238,0.163,0.305,0.242,0.17,0.758,0.705,0.053,0.043,0.009,0.002,0.125,0.017,0.0,0.023,0.017,0.068,0.013,0.029,0.004,0.07,0.043,0.763,36.807,0.219,40375.541,479.0,244.0,"<a href=""2045-Zipcode-MA-Economy-data.html"">2045</a>"
