Place,Distance,Type,Median earnings,Median household income,Avg Hours Worked,In labor force,Civilian labor force,Employed,Unemployed,Armed Forces,Not in labor force,Avg Hrly Earnings,Wages,Self Employment,Investments and Retirement,Social Security,Public Assistance and SSI,Self Employed,Total Working Age,Unemployment Rate,Labor Force Participation,Total Employed,Total Unemployed,Total Not in Labor Force,With Retirement Income,Total In Poverty,Percent of Population In Poverty,In Poverty-Employed,In Poverty-Unemployed,In Poverty-Not in Labor Force,Public Assistance Percent,Gini Index,Full Time Employment,Part Time Employment,Men Working Part Time,Women Working Part Time,Single Earner Families,Families with No One Working,"Car, truck or van",Drove alone,Carpooled,In 2-person carpool,In 3-person carpool,In 4-or-more-person carpool,Public transportation,Bus,Streetcar or trolley,Subway or elevated,Railroad,Ferryboat,Bicycle,Walked,"Taxicab, motorcycle or other",Worked at home,Bicycle or walk,Drive,Avg Commute Time,Work in city or place where live,Self Employment Income,Total Self-employed Men,Total Self-employed Women,Zip Code,"Less than $10,000","Earnings-$10,000 to $14,999","Earnings-$15,000 to $19,999","Earnings-$20,000 to $49,999","Earnings-$50,000 to $74,999","Earnings-$75,000 to $99,999","Earnings-$100,000 or more",Median earnings - Male,Median earnings - Female,Poverty Under 12 Years,Poverty 12 to 17 years,Poverty 18 to 34 years,Poverty 35 to 54 years,Poverty 55 to 64 years,Poverty 65+ years,White Poverty Rate,Black Poverty Rate,American Indian Poverty Rate,Asian Poverty Rate,Hawaiian Poverty Rate,Hispanic Poverty Rate,Male Poverty Rate,Female Poverty Rate,Married with children Poverty,Unmarried with children Poverty,Unmarried Female with children Poverty,Unmarried Male with children Poverty,Less Than Highschool in Poverty,Highschool Grad in Poverty,Some College in Poverty,College Grad in Poverty,Income <25,Income 25 to 44,Income 45 to 64,Income 65+,12am to 5am,5am to 530am,530 am to 6am,6am to 630am,630 am to 7am,7am to 730am,730 am to 8am,8am to 830am,830 am to 9am,9am to 10am,10am to 11am,11am to 12noon,12noon to 4pm,4pm to midnight,Less than 5 min,5 to 9 min,10 to 14 min,15 to 19 min,20 to 24 min,25 to 29 min,30 to 34 min,35 to 39 min,40 to 44 min,45 to 59 min,60 to 89 min,90 or more min,Avg Male Commute,Avg Female Commute,Earnings-Overall,"Earnings-Mgt, business, science, and arts","Earnings-Mgt, business, and financial","Earnings-Computer, engineering, and science","Earnings-Education, legal, community service, arts, media",Earnings-Healthcare practitioners and tech,Earnings-Service,Earnings-Protective service,Earnings-Sales and office,"Earnings-Natural resources, construction, maintenance","Earnings-Production, transportation, material moving","Male Earners-Mgt, business, science, and arts","Male Earners-Mgt, business, and financial","Male Earners-Computer, engineering, and science","Male Earners-Education, legal, community service, arts, media",Male Earners-Healthcare practitioners and tech,Male Earners-Service,Male Earners-Protective service,Male Earners-Sales and office,"Male Earners-Natural resources, construction, maintenance","Male Earners-Production, transportation, material moving","Female Earners-Mgt, business, science, and arts","Female Earners-Mgt, business, and financial","Female Earners-Computer, engineering, and science","Female Earners-Education, legal, community service, arts, media",Female Earners-Healthcare practitioners and tech,Female Earners-Service,Female Earners-Protective service,Female Earners-Sales and office,"Female Earners-Natural resources, construction, maintenance","Female Earners-Production, transportation, material moving",Private for-profit workers,Employee of private company,Self-employed in incorporated business,Private not-for-profit,Local government,State government,Federal government,Male-Private for-profit workers,Male-Employee of private company,Male-Self-employed in incorporated business,Male-Private not-for-profit,Male-Local government,Male-State government,Male-Federal government,Female-Private for-profit workers,Female-Employee of private company,Female-Self-employed in incorporated business,Female-Private not-for-profit,Female-Local government,Female-State government,Female-Federal government,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations","Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation, warehousing, and utilities",Information,"Finance, insurance, real estate, rental and leasing","Professional, scientific, management, administrative services","Educational services, health care and social assistance","Arts, entertainment, recreation, accommodation and food services",Public administration,Overall Family Income,White Family Income,Black Family Income,American Indian Family Income,Asian Family Income,Hawaiian Family Income,Hispanic Family Income
2420,0.0,Zipcode,121173.0,156042.0,38.1,7048.0,7048.0,6720.0,328.0,0.0,4276.0,61.161,0.752,0.078,0.136,0.031,0.002,0.176,11324.0,0.029,0.622,0.593,0.029,0.378,0.171,376.0,0.027,0.104,0.003,0.356,0.04,0.449,0.709,0.291,0.176,0.418,0.293,0.107,0.792,0.728,0.064,0.051,0.007,0.005,0.079,0.033,0.0,0.041,0.005,0.0,0.017,0.017,0.01,0.085,0.034,0.802,31.853,0.218,87696.575,686.0,354.0,"<a href=""2420-Zipcode-MA-Economy-data.html"">2420</a>",0.166,0.035,0.02,0.13,0.122,0.102,0.425,135023.0,91152.0,0.08,0.077,0.122,0.226,0.301,0.194,0.021,0.014,0.0,0.038,0.0,0.035,0.031,0.023,0.003,0.149,0.16,0.0,0.036,0.064,0.107,0.016,0.0,183500.0,187639.0,92750.0,0.011,0.007,0.02,0.054,0.076,0.164,0.145,0.196,0.133,0.105,0.029,0.011,0.031,0.018,0.008,0.077,0.087,0.109,0.139,0.046,0.147,0.042,0.07,0.159,0.09,0.025,16.752,15.101,121173.0,130459.0,136424.0,125826.0,97663.0,197344.0,40577.0,92037.0,64773.0,0.0,102721.0,140513.0,153362.0,131812.0,112381.0,250001.0,95469.0,92037.0,118846.0,0.0,103088.0,99931.0,98250.0,106289.0,89125.0,134861.0,25272.0,0.0,51500.0,0.0,0.0,130302.0,131719.0,96563.0,111125.0,83208.0,91900.0,88333.0,135873.0,137364.0,101384.0,133750.0,87500.0,118077.0,155227.0,100707.0,102778.0,52375.0,94479.0,83208.0,0.0,83864.0,0.675,0.102,0.208,0.0,0.016,0.0,0.022,0.016,0.169,0.045,0.0,0.018,0.135,0.153,0.28,0.12,0.0,184183.0,184226.0,0.0,0.0,184250.0,0.0,250001.0
2421,0.0,Zipcode,112531.0,149414.0,39.8,9145.0,9124.0,8578.0,546.0,21.0,5133.0,54.373,0.743,0.053,0.166,0.036,0.002,0.179,14278.0,0.038,0.64,0.601,0.038,0.36,0.185,772.0,0.042,0.14,0.109,0.14,0.049,0.472,0.768,0.232,0.121,0.358,0.276,0.109,0.785,0.716,0.069,0.059,0.002,0.008,0.093,0.018,0.0,0.069,0.006,0.0,0.008,0.02,0.007,0.087,0.028,0.792,31.125,0.23,57912.985,562.0,449.0,"<a href=""2421-Zipcode-MA-Economy-data.html"">2421</a>",0.131,0.039,0.028,0.136,0.135,0.116,0.415,126085.0,94844.0,0.119,0.087,0.203,0.297,0.104,0.19,0.041,0.0,0.0,0.051,0.0,0.0,0.03,0.053,0.007,0.193,0.2,0.0,0.115,0.106,0.116,0.028,0.0,168542.0,181250.0,84531.0,0.011,0.013,0.012,0.035,0.08,0.114,0.21,0.199,0.131,0.12,0.023,0.008,0.017,0.027,0.021,0.08,0.087,0.108,0.133,0.067,0.124,0.051,0.052,0.151,0.108,0.019,17.878,13.246,112531.0,123463.0,129938.0,125225.0,91023.0,200714.0,45438.0,84625.0,68816.0,63882.0,31042.0,136857.0,137212.0,141350.0,105288.0,250001.0,55000.0,84625.0,87969.0,63882.0,29091.0,98456.0,94952.0,103631.0,83321.0,135529.0,31016.0,0.0,58603.0,0.0,0.0,121909.0,124680.0,72109.0,119922.0,82679.0,75417.0,114236.0,127202.0,132706.0,110446.0,145625.0,81875.0,66250.0,114444.0,97423.0,101620.0,65750.0,103935.0,83000.0,80357.0,29625.0,0.918,0.02,0.062,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.0,0.062,0.604,0.173,0.042,0.0,178214.0,185625.0,0.0,0.0,165750.0,0.0,117578.0
2445,0.0,Zipcode,74877.0,102539.0,40.3,11940.0,11914.0,11140.0,774.0,26.0,5009.0,35.731,0.745,0.094,0.131,0.027,0.003,0.187,16949.0,0.046,0.704,0.657,0.046,0.296,0.115,2388.0,0.115,0.165,0.147,0.374,0.069,0.526,0.785,0.215,0.164,0.263,0.271,0.09,0.397,0.349,0.048,0.047,0.001,0.0,0.342,0.069,0.076,0.194,0.003,0.0,0.052,0.126,0.008,0.076,0.177,0.405,29.877,0.159,75811.865,674.0,733.0,"<a href=""2445-Zipcode-MA-Economy-data.html"">2445</a>",0.145,0.03,0.045,0.19,0.227,0.109,0.255,93717.0,61992.0,0.125,0.032,0.518,0.147,0.08,0.098,0.095,0.336,0.0,0.142,0.0,0.144,0.089,0.137,0.017,0.422,0.503,0.072,0.214,0.175,0.121,0.064,50329.0,110107.0,134410.0,63047.0,0.009,0.004,0.009,0.036,0.048,0.159,0.146,0.259,0.096,0.119,0.035,0.01,0.036,0.035,0.021,0.036,0.083,0.121,0.145,0.064,0.197,0.039,0.075,0.136,0.077,0.005,14.434,15.443,74877.0,83131.0,97432.0,65813.0,72679.0,76806.0,46779.0,61389.0,62340.0,51652.0,47375.0,101325.0,111518.0,85833.0,113182.0,121544.0,46587.0,61389.0,81181.0,51652.0,57829.0,65758.0,84946.0,56027.0,58667.0,66848.0,50145.0,0.0,60000.0,0.0,12125.0,76953.0,74513.0,161389.0,83529.0,41600.0,92566.0,47031.0,88672.0,85529.0,204125.0,110994.0,52778.0,137875.0,83098.0,62058.0,61810.0,74712.0,69519.0,38936.0,83929.0,41629.0,0.865,0.113,0.0,0.022,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.268,0.33,0.345,0.035,0.0,137111.0,150037.0,107875.0,0.0,108355.0,0.0,0.0
2446,0.0,Zipcode,70742.0,93750.0,41.2,17916.0,17907.0,17244.0,663.0,9.0,7865.0,33.02,0.8,0.047,0.119,0.032,0.001,0.155,25781.0,0.026,0.695,0.669,0.026,0.305,0.107,4316.0,0.149,0.199,0.056,0.462,0.051,0.514,0.802,0.198,0.154,0.236,0.238,0.057,0.334,0.296,0.038,0.027,0.006,0.005,0.324,0.041,0.054,0.226,0.004,0.0,0.061,0.217,0.013,0.051,0.278,0.347,28.421,0.142,39246.738,855.0,792.0,"<a href=""2446-Zipcode-MA-Economy-data.html"">2446</a>",0.124,0.036,0.027,0.213,0.269,0.121,0.209,77164.0,64948.0,0.055,0.03,0.636,0.114,0.067,0.098,0.123,0.273,0.0,0.234,0.0,0.263,0.139,0.157,0.035,0.321,0.34,0.23,0.312,0.199,0.235,0.064,31328.0,110783.0,130506.0,62708.0,0.005,0.013,0.018,0.018,0.073,0.111,0.175,0.233,0.138,0.1,0.041,0.009,0.044,0.023,0.011,0.045,0.066,0.11,0.183,0.082,0.199,0.058,0.063,0.125,0.053,0.005,12.689,15.731,70742.0,72701.0,76658.0,74058.0,64116.0,82578.0,51019.0,70859.0,70716.0,45039.0,32270.0,80543.0,84931.0,76984.0,78622.0,138472.0,55000.0,0.0,81071.0,44423.0,32345.0,66012.0,70237.0,68750.0,59276.0,74824.0,50595.0,0.0,68179.0,0.0,31838.0,72753.0,72960.0,64282.0,67453.0,75333.0,63528.0,83359.0,76551.0,75781.0,102917.0,82702.0,113958.0,57115.0,84297.0,67051.0,68579.0,60779.0,62766.0,65909.0,63639.0,73500.0,0.772,0.072,0.136,0.0,0.02,0.0,0.023,0.048,0.0,0.088,0.012,0.016,0.035,0.278,0.336,0.152,0.0,140833.0,153603.0,0.0,0.0,94840.0,0.0,0.0
2451,0.0,Zipcode,61091.0,91359.0,39.6,11431.0,11431.0,10803.0,628.0,0.0,4138.0,29.667,0.778,0.048,0.123,0.049,0.003,0.143,15569.0,0.04,0.734,0.694,0.04,0.266,0.137,1382.0,0.076,0.222,0.182,0.225,0.075,0.415,0.838,0.162,0.101,0.231,0.268,0.104,0.852,0.781,0.071,0.054,0.004,0.014,0.071,0.033,0.0,0.023,0.015,0.0,0.006,0.021,0.005,0.044,0.027,0.857,27.144,0.311,36583.714,645.0,388.0,"<a href=""2451-Zipcode-MA-Economy-data.html"">2451</a>",0.11,0.053,0.033,0.246,0.269,0.115,0.174,63322.0,55722.0,0.185,0.028,0.44,0.132,0.135,0.08,0.05,0.134,0.0,0.141,0.0,0.096,0.053,0.099,0.043,0.262,0.281,0.223,0.067,0.05,0.055,0.054,0.0,115212.0,98333.0,50729.0,0.015,0.022,0.037,0.058,0.068,0.153,0.177,0.167,0.09,0.087,0.021,0.016,0.049,0.041,0.025,0.069,0.164,0.14,0.138,0.057,0.155,0.037,0.047,0.093,0.048,0.027,15.069,12.075,61091.0,73407.0,77681.0,80423.0,64681.0,69118.0,36813.0,67171.0,41646.0,55458.0,50250.0,76531.0,72329.0,83068.0,75179.0,69265.0,54737.0,67171.0,42319.0,55458.0,61417.0,69850.0,78566.0,67411.0,63566.0,66923.0,31603.0,0.0,40929.0,0.0,25125.0,61114.0,61166.0,60679.0,62500.0,66036.0,70221.0,55500.0,62938.0,62759.0,69583.0,68885.0,66316.0,50903.0,60167.0,55000.0,55980.0,27113.0,60792.0,65703.0,71912.0,48333.0,0.38,0.048,0.267,0.305,0.0,0.0,0.288,0.024,0.0,0.027,0.0,0.058,0.038,0.366,0.021,0.086,0.0,110093.0,116386.0,67596.0,0.0,123641.0,0.0,87708.0
2452,0.0,Zipcode,57474.0,83283.0,35.0,8543.0,8534.0,8130.0,404.0,9.0,5181.0,31.579,0.769,0.041,0.129,0.056,0.006,0.121,13724.0,0.029,0.622,0.592,0.029,0.378,0.188,886.0,0.077,0.094,0.055,0.419,0.078,0.409,0.652,0.348,0.268,0.434,0.191,0.129,0.775,0.719,0.056,0.046,0.001,0.009,0.053,0.029,0.001,0.015,0.009,0.0,0.004,0.11,0.006,0.053,0.114,0.781,24.676,0.323,33637.767,358.0,274.0,"<a href=""2452-Zipcode-MA-Economy-data.html"">2452</a>",0.343,0.049,0.043,0.192,0.182,0.069,0.122,61677.0,52700.0,0.04,0.034,0.244,0.298,0.27,0.115,0.073,0.126,0.0,0.104,0.0,0.253,0.067,0.086,0.0,0.136,0.177,0.0,0.254,0.099,0.097,0.031,55888.0,98443.0,86993.0,55000.0,0.025,0.016,0.029,0.044,0.08,0.112,0.119,0.147,0.12,0.114,0.053,0.012,0.073,0.057,0.016,0.108,0.146,0.173,0.132,0.053,0.151,0.034,0.039,0.087,0.043,0.018,12.3,12.374,57474.0,75000.0,81500.0,90846.0,53828.0,72232.0,40669.0,50391.0,54258.0,43583.0,33426.0,84741.0,91667.0,92426.0,49946.0,76328.0,43415.0,51172.0,64938.0,43583.0,33426.0,64816.0,62885.0,75865.0,60125.0,70714.0,32063.0,0.0,49250.0,0.0,0.0,60955.0,60802.0,83214.0,51447.0,51883.0,49955.0,107778.0,61792.0,62119.0,52313.0,49615.0,67563.0,50703.0,120592.0,57500.0,56413.0,204306.0,55500.0,51695.0,49152.0,0.0,0.394,0.032,0.315,0.236,0.023,0.0,0.259,0.023,0.042,0.125,0.0,0.0,0.185,0.079,0.106,0.181,0.0,101298.0,110149.0,60750.0,0.0,102344.0,0.0,56023.0
2453,0.0,Zipcode,54858.0,75550.0,37.3,18009.0,18009.0,17044.0,965.0,0.0,7447.0,28.283,0.843,0.047,0.066,0.04,0.005,0.121,25456.0,0.038,0.707,0.67,0.038,0.293,0.11,3261.0,0.125,0.167,0.043,0.364,0.08,0.426,0.744,0.256,0.184,0.332,0.204,0.078,0.739,0.646,0.092,0.069,0.017,0.006,0.083,0.053,0.006,0.01,0.013,0.0,0.01,0.116,0.005,0.048,0.126,0.744,24.579,0.31,34543.791,856.0,447.0,"<a href=""2453-Zipcode-MA-Economy-data.html"">2453</a>",0.198,0.057,0.043,0.282,0.197,0.108,0.114,60472.0,51742.0,0.15,0.034,0.477,0.172,0.04,0.126,0.095,0.057,0.0,0.284,0.0,0.214,0.11,0.141,0.082,0.334,0.26,0.525,0.209,0.113,0.093,0.052,40357.0,88103.0,86481.0,32602.0,0.011,0.019,0.035,0.054,0.062,0.13,0.135,0.151,0.082,0.123,0.036,0.021,0.084,0.057,0.026,0.112,0.129,0.142,0.13,0.068,0.168,0.045,0.054,0.071,0.043,0.012,12.413,12.166,54858.0,71250.0,70784.0,84123.0,54357.0,73750.0,32733.0,95677.0,47272.0,50987.0,37083.0,81797.0,80702.0,86212.0,54872.0,66033.0,35060.0,76971.0,57500.0,50504.0,38397.0,63835.0,64180.0,76029.0,53710.0,75444.0,31921.0,0.0,42138.0,0.0,34653.0,53434.0,53513.0,50000.0,54205.0,74875.0,65833.0,92750.0,60707.0,60727.0,51875.0,52454.0,76140.0,73060.0,63977.0,47049.0,47224.0,23333.0,56389.0,67778.0,63137.0,117031.0,0.608,0.089,0.184,0.101,0.017,0.0,0.101,0.049,0.0,0.023,0.0,0.0,0.256,0.317,0.138,0.069,0.0,91875.0,99744.0,68636.0,0.0,84545.0,0.0,57702.0
2457,0.0,Zipcode,6667.0,0.0,22.3,755.0,755.0,735.0,20.0,0.0,867.0,5.749,0.0,0.0,0.0,0.0,0.0,0.0,1622.0,0.012,0.465,0.453,0.012,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277,0.723,0.601,0.834,0.0,0.0,0.296,0.212,0.084,0.029,0.015,0.041,0.06,0.035,0.0,0.026,0.0,0.0,0.0,0.511,0.008,0.126,0.511,0.303,12.423,0.649,0.0,0.0,0.0,"<a href=""2457-Zipcode-MA-Economy-data.html"">2457</a>",0.916,0.059,0.019,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.017,0.0,0.024,0.0,0.002,0.091,0.1,0.014,0.155,0.112,0.076,0.227,0.16,0.165,0.225,0.284,0.125,0.046,0.055,0.041,0.002,0.0,0.057,0.0,0.0,3.625,8.797,6667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6667.0,6667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2458,0.0,Zipcode,71426.0,100768.0,40.9,7177.0,7177.0,6810.0,367.0,0.0,3020.0,33.584,0.776,0.052,0.136,0.032,0.003,0.166,10197.0,0.036,0.704,0.668,0.036,0.296,0.14,569.0,0.044,0.128,0.028,0.264,0.05,0.527,0.819,0.181,0.113,0.245,0.269,0.09,0.792,0.711,0.08,0.065,0.015,0.0,0.104,0.094,0.001,0.005,0.004,0.0,0.016,0.019,0.005,0.064,0.035,0.796,26.18,0.25,51783.902,589.0,509.0,"<a href=""2458-Zipcode-MA-Economy-data.html"">2458</a>",0.103,0.037,0.023,0.232,0.246,0.113,0.246,78607.0,67204.0,0.134,0.03,0.288,0.176,0.051,0.322,0.039,0.122,0.0,0.065,0.0,0.084,0.044,0.045,0.008,0.101,0.106,0.0,0.033,0.071,0.098,0.029,55234.0,110724.0,134779.0,61344.0,0.022,0.002,0.011,0.059,0.04,0.136,0.153,0.232,0.148,0.079,0.035,0.008,0.04,0.035,0.01,0.06,0.108,0.172,0.153,0.062,0.205,0.023,0.069,0.099,0.025,0.014,13.111,13.068,71426.0,86058.0,81906.0,98566.0,63918.0,150208.0,42457.0,75417.0,61221.0,44900.0,34732.0,101513.0,101786.0,92269.0,62228.0,207188.0,52426.0,76667.0,83500.0,44450.0,29028.0,79638.0,80273.0,99200.0,64070.0,94500.0,33333.0,73750.0,56019.0,0.0,50391.0,70123.0,70458.0,61207.0,83750.0,82569.0,77031.0,71458.0,75921.0,75395.0,83611.0,146029.0,91000.0,76944.0,71806.0,63948.0,64702.0,51489.0,67955.0,72566.0,77143.0,0.0,0.437,0.14,0.343,0.038,0.043,0.0,0.02,0.023,0.0,0.178,0.0,0.0,0.203,0.292,0.053,0.089,0.0,153750.0,162679.0,0.0,0.0,101995.0,0.0,0.0
2459,0.0,Zipcode,103502.0,150282.0,39.4,9890.0,9883.0,9394.0,489.0,7.0,5350.0,50.518,0.729,0.09,0.146,0.032,0.001,0.208,15240.0,0.032,0.649,0.616,0.032,0.351,0.156,877.0,0.051,0.09,0.075,0.146,0.039,0.5,0.735,0.265,0.177,0.35,0.254,0.123,0.726,0.639,0.086,0.064,0.014,0.008,0.105,0.026,0.02,0.051,0.007,0.0,0.009,0.047,0.003,0.11,0.056,0.729,29.781,0.253,93287.977,919.0,811.0,"<a href=""2459-Zipcode-MA-Economy-data.html"">2459</a>",0.203,0.049,0.016,0.127,0.144,0.096,0.365,121435.0,84895.0,0.169,0.171,0.184,0.265,0.01,0.202,0.037,0.447,0.0,0.045,0.0,0.352,0.038,0.063,0.007,0.425,0.43,0.0,0.239,0.028,0.078,0.032,0.0,165362.0,187500.0,83333.0,0.007,0.004,0.012,0.049,0.059,0.16,0.178,0.184,0.103,0.127,0.044,0.006,0.041,0.027,0.023,0.063,0.081,0.103,0.129,0.06,0.208,0.046,0.053,0.149,0.073,0.013,15.738,14.042,103502.0,120283.0,133417.0,100743.0,89828.0,242203.0,46925.0,0.0,60278.0,83810.0,0.0,132036.0,188594.0,101695.0,104712.0,250001.0,47652.0,0.0,77277.0,83810.0,0.0,102897.0,104531.0,90179.0,80189.0,240869.0,46800.0,0.0,46250.0,0.0,0.0,110576.0,112243.0,99583.0,109671.0,71111.0,82045.0,110455.0,126607.0,131389.0,100000.0,134519.0,86023.0,88560.0,86750.0,100651.0,101350.0,84936.0,84176.0,65469.0,0.0,111136.0,0.736,0.047,0.139,0.041,0.037,0.0,0.069,0.02,0.052,0.102,0.0,0.058,0.115,0.271,0.244,0.07,0.0,189813.0,213004.0,0.0,0.0,131750.0,0.0,0.0
2460,0.0,Zipcode,90216.0,121250.0,39.5,5643.0,5643.0,5440.0,203.0,0.0,2187.0,43.922,0.791,0.086,0.089,0.031,0.003,0.203,7830.0,0.026,0.721,0.695,0.026,0.279,0.134,506.0,0.05,0.142,0.049,0.352,0.053,0.465,0.756,0.244,0.182,0.306,0.213,0.068,0.746,0.69,0.056,0.043,0.01,0.003,0.123,0.059,0.003,0.025,0.037,0.0,0.007,0.031,0.007,0.086,0.038,0.752,27.458,0.268,69915.265,404.0,247.0,"<a href=""2460-Zipcode-MA-Economy-data.html"">2460</a>",0.104,0.061,0.032,0.171,0.226,0.102,0.304,99323.0,77235.0,0.186,0.042,0.241,0.217,0.164,0.15,0.049,0.023,0.0,0.082,0.0,0.018,0.032,0.067,0.02,0.148,0.181,0.0,0.088,0.044,0.15,0.032,100139.0,140299.0,128200.0,80000.0,0.013,0.007,0.025,0.03,0.068,0.129,0.162,0.228,0.139,0.092,0.02,0.012,0.033,0.042,0.02,0.066,0.103,0.107,0.147,0.095,0.201,0.033,0.048,0.117,0.053,0.009,15.491,11.967,90216.0,100109.0,108396.0,91250.0,90179.0,181444.0,44375.0,52284.0,53173.0,74500.0,37798.0,117961.0,131923.0,95233.0,121000.0,250001.0,50474.0,51810.0,55744.0,74500.0,38333.0,86477.0,93411.0,90484.0,69417.0,141106.0,43000.0,0.0,36458.0,0.0,0.0,87424.0,88167.0,83750.0,94201.0,65652.0,86250.0,117321.0,96667.0,96848.0,83750.0,108947.0,102292.0,98229.0,67115.0,74545.0,74545.0,0.0,84233.0,62132.0,70583.0,127917.0,0.431,0.0,0.27,0.251,0.047,0.0,0.204,0.0,0.0,0.0,0.047,0.033,0.147,0.204,0.27,0.047,0.0,155972.0,165476.0,250001.0,0.0,130917.0,0.0,161154.0
2461,0.0,Zipcode,100870.0,156000.0,39.2,4152.0,4152.0,3927.0,225.0,0.0,1651.0,49.485,0.774,0.073,0.119,0.033,0.001,0.224,5803.0,0.039,0.715,0.677,0.039,0.285,0.134,145.0,0.02,0.317,0.0,0.228,0.042,0.432,0.761,0.239,0.169,0.301,0.219,0.097,0.661,0.593,0.068,0.047,0.02,0.0,0.182,0.012,0.038,0.126,0.005,0.0,0.024,0.015,0.004,0.114,0.039,0.665,31.034,0.266,63968.197,375.0,282.0,"<a href=""2461-Zipcode-MA-Economy-data.html"">2461</a>",0.15,0.023,0.03,0.155,0.17,0.104,0.369,130129.0,82442.0,0.172,0.179,0.152,0.131,0.262,0.103,0.017,0.216,0.0,0.0,0.0,0.019,0.014,0.026,0.006,0.141,0.177,0.0,0.0,0.0,0.023,0.018,0.0,180875.0,179139.0,88800.0,0.009,0.008,0.025,0.052,0.069,0.172,0.169,0.224,0.071,0.09,0.036,0.012,0.043,0.022,0.015,0.015,0.089,0.114,0.123,0.073,0.204,0.061,0.046,0.174,0.076,0.01,15.484,15.551,100870.0,111528.0,131080.0,102955.0,69013.0,167399.0,53558.0,0.0,49722.0,70125.0,40938.0,144659.0,180938.0,130571.0,86250.0,194286.0,250001.0,0.0,51083.0,0.0,40625.0,92201.0,92017.0,100799.0,61563.0,159583.0,44500.0,0.0,47917.0,0.0,0.0,102133.0,102614.0,100850.0,104583.0,71591.0,72679.0,57159.0,130396.0,131555.0,100600.0,155197.0,0.0,0.0,56364.0,95804.0,95357.0,126042.0,91068.0,57232.0,0.0,0.0,0.705,0.036,0.1,0.0,0.159,0.0,0.0,0.159,0.1,0.131,0.0,0.044,0.048,0.418,0.1,0.0,0.0,181625.0,184444.0,0.0,0.0,204405.0,0.0,165972.0
2462,0.0,Zipcode,121458.0,106324.0,37.0,748.0,748.0,711.0,37.0,0.0,466.0,63.128,0.656,0.198,0.116,0.03,0.0,0.249,1214.0,0.03,0.616,0.586,0.03,0.384,0.138,69.0,0.053,0.42,0.0,0.0,0.039,0.522,0.68,0.32,0.24,0.407,0.152,0.053,0.695,0.623,0.072,0.052,0.0,0.02,0.135,0.0,0.035,0.055,0.046,0.0,0.03,0.047,0.0,0.092,0.078,0.695,27.25,0.196,125095.946,46.0,58.0,"<a href=""2462-Zipcode-MA-Economy-data.html"">2462</a>",0.175,0.045,0.032,0.138,0.129,0.111,0.369,131250.0,100536.0,0.0,0.0,0.217,0.0,0.203,0.58,0.06,0.0,0.0,0.0,0.0,0.156,0.047,0.058,0.0,0.0,0.0,0.0,0.444,0.0,0.0,0.07,0.0,195179.0,227500.0,0.0,0.049,0.0,0.017,0.017,0.086,0.135,0.247,0.185,0.043,0.095,0.022,0.032,0.03,0.041,0.0,0.062,0.125,0.046,0.209,0.084,0.166,0.063,0.084,0.116,0.044,0.0,14.445,12.805,121458.0,120625.0,105469.0,131563.0,89432.0,208833.0,0.0,0.0,0.0,0.0,0.0,130972.0,127656.0,140179.0,131250.0,0.0,0.0,0.0,0.0,0.0,0.0,100536.0,85313.0,130682.0,63333.0,0.0,0.0,0.0,0.0,0.0,0.0,130438.0,129688.0,0.0,130833.0,0.0,0.0,0.0,132361.0,141429.0,0.0,131389.0,0.0,0.0,0.0,103438.0,103438.0,0.0,121667.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,218977.0,218977.0,0.0,0.0,223625.0,0.0,0.0
